COMPTE;NOMENCLATURE;ORDR;QUANTITE;UNITE;VALEUR DU BRUT;POIDS;DATE OUVERTURE;DATE ECHEANCE
401 221 2023 0004138 P;8544421090;1;450,0000;NB;11674,6880;;26/07/2023;26/07/2025
401 221 2023 0004138 P;8544421090;2;450,0000;NB;11771,2310;;26/07/2023;26/07/2025
